status,id,display_name,legal_name,url,department,street_address,city,neighbourhood,postal_code,region,country,requires_identification,operating_countries,custom_identifier,identifiers,generic_url,generic_email,generic_note,access_url,access_email,access_note,deletion_url,deletion_email,deletion_note,portability_url,portability_email,portability_note,correction_url,correction_email,correction_note
,,MA 10 - Kindergärten,Magistratsabteilung 10 - Kindergärten,,,Thomas-Klestil-Platz 11,Wien,,1030,Wien,AUSTRIA,,,magistratsabteilungen_wien_2_19-08-2020,,,post@ma10.wien.gv.at,"Phone: +431400090309, Fax: +43140009990248",,,,,,,,,,,,
,,MA 11 - Kinder- und Jugendhilfe,Magistratsabteilung 11 - Kinder- und Jugendhilfe,,,Rüdengasse 11,Wien,,1030,Wien,AUSTRIA,,,magistratsabteilungen_wien_3_19-08-2020,,,post@ma11.wien.gv.at,"Phone: +43140008011, Fax: +43140009990619",,,,,,,,,,,,
,,MA 13 - Bildung und Jugend,Magistratsabteilung 13 - Bildung und Jugend,,,Friedrich-Schmidt-Platz 5,Wien,,1080,Wien,AUSTRIA,,,magistratsabteilungen_wien_4_19-08-2020,,,post@ma13.wien.gv.at,"Phone: +431400084329, Fax: +43140009984328",,,,,,,,,,,,
,,MA 15 - Gesundheitsdienst,Magistratsabteilung 15 - Gesundheitsdienst,,,Thomas-Klestil-Platz 8,Wien,,1030,Wien,AUSTRIA,,,magistratsabteilungen_wien_5_19-08-2020,,,post@ma15.wien.gv.at,"Phone: +43140008015, Fax: +43140009987960",,,,,,,,,,,,
,,MA 17 - Integration und Diversität,Magistratsabteilung 17 - Integration und Diversität,,,Friedrich-Schmidt-Platz 3,Wien,,1080,Wien,AUSTRIA,,,magistratsabteilungen_wien_6_19-08-2020,,,post@ma17.wien.gv.at,"Phone: +431400081523, Fax: +43140009981523",,,,,,,,,,,,
,,MA 18 - Stadtentwicklung und Stadtplanung,Magistratsabteilung 18 - Stadtentwicklung und Stadtplanung,,,Rathausstraße 14-16,Wien,,1082,Wien,AUSTRIA,,,magistratsabteilungen_wien_7_19-08-2020,,,post@ma18.wien.gv.at,"Phone: +43140008018, Fax: +4314000998018",,,,,,,,,,,,
,,MA 19 - Architektur und Stadtgestaltung,Magistratsabteilung 19 - Architektur und Stadtgestaltung,,,Niederhofstraße 21-23,Wien,,1120,Wien,AUSTRIA,,,magistratsabteilungen_wien_8_19-08-2020,,,post@ma19.wien.gv.at,"Phone: +4318111488916, Fax: +43140009988910",,,,,,,,,,,,
,,MA 2 - Personalservice,Magistratsabteilung 2 - Personalservice,,,Rathausstraße 4,Wien,,1010,Wien,AUSTRIA,,,magistratsabteilungen_wien_9_19-08-2020,,,post@ma02.wien.gv.at,"Phone: +431400094020, Fax: +43140009994029",,,,,,,,,,,,
,,MA 20 - Energieplanung,Magistratsabteilung 20 - Energieplanung,,,Rathausstraße 14-16,Wien,,1010,Wien,AUSTRIA,,,magistratsabteilungen_wien_10_19-08-2020,,,post@ma20.wien.gv.at,"Phone: +431400088305, Fax: +431400088304",,,,,,,,,,,,
,,MA 21 A - Stadtteilplanung und Flächenwidmung Innen-Südwest,Magistratsabteilung 21 A - Stadtteilplanung und Flächenwidmung Innen-Südwest,,,Rathausstraße 14-16,Wien,,1010,Wien,AUSTRIA,,,magistratsabteilungen_wien_11_19-08-2020,,,post@ma21a.wien.gv.at,"Phone: +431400088116, Fax: +43140009988116",,,,,,,,,,,,
,,MA 21 B - Stadtteilplanung und Flächenwidmung Nordost,Magistratsabteilung 21 B - Stadtteilplanung und Flächenwidmung Nordost,,,Rathausstraße 14-16,Wien,,1010,Wien,AUSTRIA,,,magistratsabteilungen_wien_12_19-08-2020,,,post@ma21b.wien.gv.at,"Phone: +431400088116, Fax: +43140009988116",,,,,,,,,,,,
,,MA 22 - Umweltschutz,Magistratsabteilung 22 - Umweltschutz,,,Dresdner Straße 45,Wien,,1200,Wien,AUSTRIA,,,magistratsabteilungen_wien_13_19-08-2020,,,post@ma22.wien.gv.at,"Phone: , Fax: +43140009973415",,,,,,,,,,,,
,,"MA 23 - Wirtschaft, Arbeit und Statistik","Magistratsabteilung 23 - Wirtschaft, Arbeit und Statistik",,,Meiereistraße 7,Wien,,1020,Wien,AUSTRIA,,,magistratsabteilungen_wien_14_19-08-2020,,,post@ma23.wien.gv.at,"Phone: +431400083057, Fax: +431400083050",,,,,,,,,,,,
,,MA 24 - Strategische Gesundheitsversorgung,Magistratsabteilung 24 - Strategische Gesundheitsversorgung,,,Brigittenauer Lände 50-54,Wien,,1200,Wien,AUSTRIA,,,magistratsabteilungen_wien_15_19-08-2020,,,post@ma24.wien.gv.at,"Phone: +431400084200, Fax: +43140009984200",,,,,,,,,,,,
,,MA 25 - Technische Stadterneuerung,Magistratsabteilung 25 - Technische Stadterneuerung,,,Maria-Restituta-Platz 1,Wien,,1200,Wien,AUSTRIA,,,magistratsabteilungen_wien_16_19-08-2020,,,post@ma25.wien.gv.at,"Phone: +43140008025, Fax: +4314000998025",,,,,,,,,,,,
,,MA 27 - Europäische Angelegenheiten,Magistratsabteilung 27 - Europäische Angelegenheiten,,,Friedrich-Schmidt-Platz 3,Wien,,1080,Wien,AUSTRIA,,,magistratsabteilungen_wien_17_19-08-2020,,,post@ma27.wien.gv.at,"Phone: +4314000, Fax: +43140009927027",,,,,,,,,,,,
,,MA 28 - Straßenverwaltung und Straßenbau,Magistratsabteilung 28 - Straßenverwaltung und Straßenbau,,,Lienfeldergasse 96,Wien,,1170,Wien,AUSTRIA,,,magistratsabteilungen_wien_18_19-08-2020,,,post@ma28.wien.gv.at,"Phone: , Fax: +43140009949610",,,,,,,,,,,,
,,MA 29 - Brückenbau und Grundbau,Magistratsabteilung 29 - Brückenbau und Grundbau,,,Wilhelminenstraße 93,Wien,,1160,Wien,AUSTRIA,,,magistratsabteilungen_wien_19_19-08-2020,,,post@ma29.wien.gv.at,"Phone: +431400096915, Fax: +43140009996480",,,,,,,,,,,,
,,MA 3 - Bedienstetenschutz und berufliche Gesundheitsförde,Magistratsabteilung 3 - Bedienstetenschutz und berufliche Gesundheitsförde,,,Hermanngasse 24-26,Wien,,1070,Wien,AUSTRIA,,,magistratsabteilungen_wien_20_19-08-2020,,,post@ma03.wien.gv.at,"Phone: +431400075050, Fax: +43140009975050",,,,,,,,,,,,
,,MA 31 - Wiener Wasser,Magistratsabteilung 31 - Wiener Wasser,,,Grabnergasse 4-6,Wien,,1060,Wien,AUSTRIA,,,magistratsabteilungen_wien_21_19-08-2020,,,post@ma31.wien.gv.at,"Phone: +43159959, Fax: +431599599931326",,,,,,,,,,,,
,,MA 33 - Wien leuchtet,Magistratsabteilung 33 - Wien leuchtet,,,Senngasse 2,Wien,,1110,Wien,AUSTRIA,,,magistratsabteilungen_wien_22_19-08-2020,,,post@ma33.wien.gv.at,"Phone: +431400033011, Fax: +43140009933000",,,,,,,,,,,,
,,MA 34 - Bau- und Gebäudemanagement,Magistratsabteilung 34 - Bau- und Gebäudemanagement,,,Muthgasse 62,Wien,,1190,Wien,AUSTRIA,,,magistratsabteilungen_wien_23_19-08-2020,,,post@ma34.wien.gv.at,"Phone: +43140008034, Fax: +4314000998034",,,,,,,,,,,,
,,MA 35 - Einwanderung und Staatsbürgerschaft,Magistratsabteilung 35 - Einwanderung und Staatsbürgerschaft,,,Dresdner Straße 93,Wien,,1200,Wien,AUSTRIA,,,magistratsabteilungen_wien_24_19-08-2020,,,post@ma35.wien.gv.at,"Phone: , Fax: +43140009935010",,,,,,,,,,,,
,,"MA 36 - Gewerbetechnik, Feuerpolizei und Veranstaltungen","Magistratsabteilung 36 - Gewerbetechnik, Feuerpolizei und Veranstaltungen",,,Dresdner Straße 73-75,Wien,,1200,Wien,AUSTRIA,,,magistratsabteilungen_wien_25_19-08-2020,,,post@ma36.wien.gv.at,"Phone: +431400036110, Fax: +43140009936110",,,,,,,,,,,,
,,MA 37 - Baupolizei,Magistratsabteilung 37 - Baupolizei,,,Dresdner Straße 73-75,Wien,,1200,Wien,AUSTRIA,,,magistratsabteilungen_wien_26_19-08-2020,,,post@ma37.wien.gv.at,"Phone: , Fax: +43140009937010",,,,,,,,,,,,
,,"MA 39 - Prüf-, Inspektions- und Zertifizierungsstelle","Magistratsabteilung 39 - Prüf-, Inspektions- und Zertifizierungsstelle",,,Rinnböckstraße 15,Wien,,1110,Wien,AUSTRIA,,,magistratsabteilungen_wien_27_19-08-2020,,,post@ma39.wien.gv.at,"Phone: +43140008039, Fax: +4314000998039",,,,,,,,,,,,
,,"MA 40 - Soziales, Sozial- und Gesundheitsrecht","Magistratsabteilung 40 - Soziales, Sozial- und Gesundheitsrecht",,,Thomas-Klestil-Platz 8,Wien,,1030,Wien,AUSTRIA,,,magistratsabteilungen_wien_28_19-08-2020,,,post@ma40.wien.gv.at,"Phone: +431400040415, Fax: +43140009940419",,,,,,,,,,,,
,,MA 41 - Stadtvermessung,Magistratsabteilung 41 - Stadtvermessung,,,Muthgasse 62,Wien,,1190,Wien,AUSTRIA,,,magistratsabteilungen_wien_29_19-08-2020,,,post@ma41.wien.gv.at,"Phone: +431400089115, Fax: +4314000998041",,,,,,,,,,,,
,,MA 42 - Wiener Stadtgärten,Magistratsabteilung 42 - Wiener Stadtgärten,,,Johannesgasse 35,Wien,,1030,Wien,AUSTRIA,,,magistratsabteilungen_wien_30_19-08-2020,,,post@ma42.wien.gv.at,"Phone: +43140008042, Fax: +43140009942089",,,,,,,,,,,,
,,MA 44 - Bäder,Magistratsabteilung 44 - Bäder,,,Reumannplatz 23,Wien,,1100,Wien,AUSTRIA,,,magistratsabteilungen_wien_31_19-08-2020,,,post@ma44.wien.gv.at,"Phone: +4316011244115, Fax: +431601129944014",,,,,,,,,,,,
,,MA 45 - Wiener Gewässer,Magistratsabteilung 45 - Wiener Gewässer,,,Am Brigittenauer Sporn 7,Wien,,1200,Wien,AUSTRIA,,,magistratsabteilungen_wien_32_19-08-2020,,,post@ma45.wien.gv.at,"Phone: +431400096520, Fax: +431400096548",,,,,,,,,,,,
,,MA 46 - Verkehrsorganisation und technische Verkehrsangele,Magistratsabteilung 46 - Verkehrsorganisation und technische Verkehrsangele,,,Niederhofstraße 21-23,Wien,,1120,Wien,AUSTRIA,,,magistratsabteilungen_wien_33_19-08-2020,,,post@ma46.wien.gv.at,"Phone: +431400092615, Fax: +43140009992637",,,,,,,,,,,,
,,"MA 48 - Abfallwirtschaft, Straßenreinigung und Fuhrpark","Magistratsabteilung 48 - Abfallwirtschaft, Straßenreinigung und Fuhrpark",,,Einsiedlergasse 2,Wien,,1050,Wien,AUSTRIA,,,magistratsabteilungen_wien_34_19-08-2020,,,post@ma48.wien.gv.at,"Phone: +43140000, Fax: +431400099480037",,,,,,,,,,,,
,,MA 49 - Forst- und Landwirtschaftsbetrieb,Magistratsabteilung 49 - Forst- und Landwirtschaftsbetrieb,,,Triester Straße 114,Wien,,1100,Wien,AUSTRIA,,,magistratsabteilungen_wien_35_19-08-2020,,,post@ma49.wien.gv.at,"Phone: +431400049000, Fax: +43140009949099",,,,,,,,,,,,
,,MA 5 - Finanzwesen,Magistratsabteilung 5 - Finanzwesen,,,Ebendorferstraße 2,Wien,,1010,Wien,AUSTRIA,,,magistratsabteilungen_wien_36_19-08-2020,,,post@ma05.wien.gv.at,"Phone: +431400086515, Fax: +43140009986510",,,,,,,,,,,,
,,MA 50 - Wohnbauförderung und Schlichtungsstelle für wohnre,Magistratsabteilung 50 - Wohnbauförderung und Schlichtungsstelle für wohnre,,,Muthgasse 62,Wien,,1190,Wien,AUSTRIA,,,magistratsabteilungen_wien_37_19-08-2020,,,post@ma50.wien.gv.at,"Phone: +43140008050, Fax: +43140009974810",,,,,,,,,,,,
,,MA 51 - Sport Wien,Magistratsabteilung 51 - Sport Wien,,,Meiereistraße 7,Wien,,1020,Wien,AUSTRIA,,,magistratsabteilungen_wien_38_19-08-2020,,,post@ma51.wien.gv.at,"Phone: +431400051151, Fax: +43140009951151",,,,,,,,,,,,
,,MA 53 - Presse- und Informationsdienst,Magistratsabteilung 53 - Presse- und Informationsdienst,,,Lichtenfelsgasse 2,Wien,,1010,Wien,AUSTRIA,,,magistratsabteilungen_wien_39_19-08-2020,,,post@ma53.wien.gv.at,"Phone: +431400081015, Fax: +43140009981015",,,,,,,,,,,,
,,MA 54 - Zentraler Einkauf,Magistratsabteilung 54 - Zentraler Einkauf,,,Simone-de-Beauvoir-Platz 6,Wien,,1220,Wien,AUSTRIA,,,magistratsabteilungen_wien_40_19-08-2020,,,post@ma54.wien.gv.at,"Phone: , Fax: +43140009954100",,,,,,,,,,,,
,,MA 56 - Wiener Schulen,Magistratsabteilung 56 - Wiener Schulen,,,Mollardgasse 87,Wien,,1060,Wien,AUSTRIA,,,magistratsabteilungen_wien_41_19-08-2020,,,post@ma56.wien.gv.at,"Phone: +4315991695010, Fax: +431599169995010",,,,,,,,,,,,
,,MA 57 - Frauenservice Wien,Magistratsabteilung 57 - Frauenservice Wien,,,Friedrich-Schmidt-Platz 3,Wien,,1080,Wien,AUSTRIA,,,magistratsabteilungen_wien_42_19-08-2020,,,frauen@ma57.wien.gv.at,"Phone: +431400083515, Fax: +43140009983511",,,,,,,,,,,,
,,MA 58 - Wasserrecht,Magistratsabteilung 58 - Wasserrecht,,,Dresdner Straße 73-75,Wien,,1200,Wien,AUSTRIA,,,magistratsabteilungen_wien_43_19-08-2020,,,post@ma58.wien.gv.at,"Phone: +431400096815, Fax: +43140009996810",,,,,,,,,,,,
,,MA 59 - Marktamt,Magistratsabteilung 59 - Marktamt,,,Spittelauer Lände 45,Wien,,1090,Wien,AUSTRIA,,,magistratsabteilungen_wien_44_19-08-2020,,,post@ma59.wien.gv.at,"Phone: +431400059210, Fax: +43140009959210",,,,,,,,,,,,
,,MA 6 - Rechnungs- und Abgabenwesen,Magistratsabteilung 6 - Rechnungs- und Abgabenwesen,,,Ebendorferstraße 2,Wien,,1010,Wien,AUSTRIA,,,magistratsabteilungen_wien_45_19-08-2020,,,post@ma06.wien.gv.at,"Phone: +431400086019, Fax: +43140009986010",,,,,,,,,,,,
,,MA 60 - Veterinäramt und Tierschutz,Magistratsabteilung 60 - Veterinäramt und Tierschutz,,,Karl-Farkas-Gasse 16,Wien,,1030,Wien,AUSTRIA,,,magistratsabteilungen_wien_46_19-08-2020,,,post@ma60.wien.gv.at,"Phone: +43140008060, Fax: +43140009997619",,,,,,,,,,,,
,,MA 62 - Wahlen und verschiedene Rechtsangelegenheiten,Magistratsabteilung 62 - Wahlen und verschiedene Rechtsangelegenheiten,,,Lerchenfelder Straße 4,Wien,,1082,Wien,AUSTRIA,,,magistratsabteilungen_wien_47_19-08-2020,,,post@ma62.wien.gv.at,"Phone: +431400089424, Fax: +43140009989400",,,,,,,,,,,,
,,"MA 63 - Gewerberecht, Datenschutz und Personenstand","Magistratsabteilung 63 - Gewerberecht, Datenschutz und Personenstand",,,Wipplingerstraße 6-8,Wien,,1010,Wien,AUSTRIA,,,magistratsabteilungen_wien_48_19-08-2020,,,post@ma63.wien.gv.at,"Phone: +431400097097, Fax: +43140009997115",,,,,,,,,,,,
,,"MA 64 - Bau-, Energie-, Eisenbahn- und Luftfahrtrecht","Magistratsabteilung 64 - Bau-, Energie-, Eisenbahn- und Luftfahrtrecht",,,Lerchenfelder Straße 4,Wien,,1080,Wien,AUSTRIA,,,magistratsabteilungen_wien_49_19-08-2020,,,post@ma64.wien.gv.at,"Phone: +431400089919, Fax: +43140009989910",,,,,,,,,,,,
,,MA 65 - Rechtliche Verkehrsangelegenheiten,Magistratsabteilung 65 - Rechtliche Verkehrsangelegenheiten,,,Ungargasse 33,Wien,,1030,Wien,AUSTRIA,,,magistratsabteilungen_wien_50_19-08-2020,,,post@ma65.wien.gv.at,"Phone: +43140003830, Fax: +431795149938319",,,,,,,,,,,,
,,MA 67 - Parkraumüberwachung,Magistratsabteilung 67 - Parkraumüberwachung,,,Dresdner Straße 81-85,Wien,,1200,Wien,AUSTRIA,,,magistratsabteilungen_wien_51_19-08-2020,,,post@ma67.wien.gv.at,"Phone: +43140006700, Fax: +43140009967010",,,,,,,,,,,,
,,MA 68 - Feuerwehr und Katastrophenschutz,Magistratsabteilung 68 - Feuerwehr und Katastrophenschutz,,,Am Hof 9-10,Wien,,1010,Wien,AUSTRIA,,,magistratsabteilungen_wien_52_19-08-2020,,,post@ma68.wien.gv.at,"Phone: +431531990, Fax: +4315319951209",,,,,,,,,,,,
,,MA 69 - Immobilienmanagement,Magistratsabteilung 69 - Immobilienmanagement,,,Lerchenfelder Straße 4,Wien,,1080,Wien,AUSTRIA,,,magistratsabteilungen_wien_53_19-08-2020,,,post@ma69.wien.gv.at,"Phone: +43140008069, Fax: +43140009969600",,,,,,,,,,,,
,,MA 7 - Kultur,Magistratsabteilung 7 - Kultur,,,Friedrich-Schmidt-Platz 5,Wien,,1080,Wien,AUSTRIA,,,magistratsabteilungen_wien_54_19-08-2020,,,post@ma07.wien.gv.at,"Phone: +431400084719, Fax: +4314000998007",,,,,,,,,,,,
,,MA 70 - Berufsrettung Wien,Magistratsabteilung 70 - Berufsrettung Wien,,,Radetzkystraße 1,Wien,,1030,Wien,AUSTRIA,,,magistratsabteilungen_wien_55_19-08-2020,,,post@ma70.wien.gv.at,"Phone: +431711190, Fax: ",,,,,,,,,,,,
,,MA 8 - Wiener Stadt- und Landesarchiv,Magistratsabteilung 8 - Wiener Stadt- und Landesarchiv,,,Guglgasse 14,Wien,,1110,Wien,AUSTRIA,,,magistratsabteilungen_wien_56_19-08-2020,,,post@ma08.wien.gv.at,"Phone: +431400084808, Fax: +431400084809",,,,,,,,,,,,
,,"MBA für den 1., 8. Bezirk","Magistratisches Bezirksamt für den 1., 8. Bezirk",,,Wipplingerstraße 6-8,Wien,,1010,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_1_19-08-2020,,,post@mba01.wien.gv.at,"Phone: , Fax: +43140009901210",,,,,,,,,,,,
,,MBA für den 10. Bezirk,Magistratisches Bezirksamt für den 10. Bezirk,,,Laxenburger Straße 43-45,Wien,,1100,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_2_19-08-2020,,,post@mba10.wien.gv.at,"Phone: +431400010000, Fax: +43140009910220",,,,,,,,,,,,
,,MBA für den 11. Bezirk,Magistratisches Bezirksamt für den 11. Bezirk,,,Enkplatz 2,Wien,,1110,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_3_19-08-2020,,,post@mba11.wien.gv.at,"Phone: +431400011000, Fax: +43140009911220",,,,,,,,,,,,
,,MBA für den 12. Bezirk,Magistratisches Bezirksamt für den 12. Bezirk,,,Schönbrunner Straße 259,Wien,,1120,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_4_19-08-2020,,,post@mba12.wien.gv.at,"Phone: +431400012000, Fax: +43140009912220",,,,,,,,,,,,
,,"MBA für den 13., 14. Bezirk","Magistratisches Bezirksamt für den 13., 14. Bezirk",,,Hietzinger Kai 1,Wien,,1130,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_5_19-08-2020,,,post@mba13.wien.gv.at,"Phone: +431400013000, Fax: +43140009913220",,,,,,,,,,,,
,,MBA für den 15. Bezirk,Magistratisches Bezirksamt für den 15. Bezirk,,,Gasgasse 8-10,Wien,,1150,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_6_19-08-2020,,,post@mba15.wien.gv.at,"Phone: +431400015000, Fax: +43140009915220",,,,,,,,,,,,
,,MBA für den 16. Bezirk,Magistratisches Bezirksamt für den 16. Bezirk,,,Richard-Wagner-Platz 19,Wien,,1160,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_7_19-08-2020,,,post@mba16.wien.gv.at,"Phone: +431400016261, Fax: +43140009916220",,,,,,,,,,,,
,,"MBA für den 18., 19. Bezirk","Magistratisches Bezirksamt für den 18., 19. Bezirk",,,Martinstraße 100,Wien,,1180,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_8_19-08-2020,,,post@mba18.wien.gv.at,"Phone: +431400018000, Fax: +43140009918220",,,,,,,,,,,,
,,"MBA für den 2., 20. Bezirk","Magistratisches Bezirksamt für den 2., 20. Bezirk",,,Brigittaplatz 10,Wien,,1200,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_9_19-08-2020,,,post@mba20.wien.gv.at,"Phone: +431400002000, Fax: +43140009920220",,,,,,,,,,,,
,,MBA für den 21. Bezirk,Magistratisches Bezirksamt für den 21. Bezirk,,,Am Spitz 1,Wien,,1210,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_10_19-08-2020,,,post@mba21.wien.gv.at,"Phone: +431400021000, Fax: +43140009921220",,,,,,,,,,,,
,,MBA für den 22. Bezirk,Magistratisches Bezirksamt für den 22. Bezirk,,,Schrödingerplatz 1,Wien,,1220,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_11_19-08-2020,,,post@mba22.wien.gv.at,"Phone: +431400022000, Fax: +43140009922220",,,,,,,,,,,,
,,MBA für den 23. Bezirk,Magistratisches Bezirksamt für den 23. Bezirk,,,Perchtoldsdorfer Straße 2,Wien,,1230,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_12_19-08-2020,,,post@mba23.wien.gv.at,"Phone: +431400023000, Fax: +43140009923210",,,,,,,,,,,,
,,MBA für den 3. Bezirk,Magistratisches Bezirksamt für den 3. Bezirk,,,Karl-Borromäus-Platz 3,Wien,,1030,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_13_19-08-2020,,,post@mba03.wien.gv.at,"Phone: +431400003000, Fax: +43140009903210",,,,,,,,,,,,
,,"MBA für den 4., 5. Bezirk","Magistratisches Bezirksamt für den 4., 5. Bezirk",,,Rechte Wienzeile 105,Wien,,1050,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_14_19-08-2020,,,post@mba04.wien.gv.at,"Phone: +431400005000, Fax: +43140009905220",,,,,,,,,,,,
,,"MBA für den 6., 7. Bezirk","Magistratisches Bezirksamt für den 6., 7. Bezirk",,,Hermanngasse 24-26,Wien,,1070,Wien,AUSTRIA,,,magistratische_bezirksaemter_wien_15_19-08-2020,,,post@mba06.wien.gv.at,"Phone: +431400007000, Fax: +43140009907220",,,,,,,,,,,,
,,AK Bild,Akademie der bildenden Künste Wien,,,Schillerplatz 3,Wien,,1010,Wien,AUSTRIA,,,unis_wien_1_23-08-2020,,,datenschutz@akbild.ac.at,"Phone: +431588160, Fax: ",,,,,,,,,,,,
,,Die Angewandte,Universität für angewandte Kunst Wien,,,Oskar-Kokoschka-Platz 2,Wien,,1010,Wien,AUSTRIA,,,unis_wien_2_23-08-2020,,,info@uni-ak.ac.at,"Phone: +431711332160, Fax: ",,,,,,,,,,,,
,,MedUni Wien,Medizinische Universität Wien,,,Spitalgasse 23,Wien,,1090,Wien,AUSTRIA,,,unis_wien_3_23-08-2020,,,buero-universitaetsleitung@meduniwien.ac.at,"Phone: ‘+431401600, Fax: ‘+43140160910000",,,,,,,,,,,,
,,MDW,Universität für Musik und darstellende Kunst Wien,,,Anton-von-Webern-Platz 1,Wien,,1030,Wien,AUSTRIA,,,unis_wien_4_23-08-2020,,,datenschutz@mdw.ac.at,"Phone: +43171155, Fax: +43171155199",,,,,,,,,,,,
,,TU Wien,Technische Universität Wien,,,Karlsplatz 13,Wien,,1040,Wien,AUSTRIA,,,unis_wien_5_23-08-2020,,,datenschutz@tuwien.ac.at,"Phone: +431588010, Fax: +4315880141275",,,,,,,,,,,,
,,BOKU,Universität für Bodenkultur Wien,,,Gregor-Mendel-Straße 33,Wien,,1180,Wien,AUSTRIA,,,unis_wien_6_23-08-2020,,,datenschutz@boku.ac.at,"Phone: +431476540, Fax: ",,,,,,,,,,,,
,,Uni Wien,Universität Wien,,,Universitätsring 1,Wien,,1010,Wien,AUSTRIA,,,unis_wien_7_24-08-2020,,,dsba@univie.ac.at,"Phone: +43142770, Fax: ",,,,,,,,,,,,
,,Vetmeduni Vienna,Veterinärmedizinische Universität Wien,,,Veterinärplatz 1,Wien,,1210,Wien,AUSTRIA,,,unis_wien_8_24-08-2020,,,datenschutz@vetmeduni.ac.at,"Phone: +431250771097, Fax: +431250771090",,,,,,,,,,,,
,,WU Wien,Wirtschaftsuniversität Wien,,,"Welthandelsplatz 1, AD",Wien,,1020,Wien,AUSTRIA,,,unis_wien_9_24-08-2020,,,datenschutz@wu.ac.at,"Phone: +431313360, Fax: ",,,,,,,,,,,,
,,CEU,Central European University ,,,Quellenstraße 51-55,Wien,,1100,Wien,AUSTRIA,,,unis_wien_10_24-08-2020,,,communications_office@ceu.edu,"Phone: +3613273000, Fax: ",,,,,,,,,,,,
,,Jam Music Lab,JAM MUSIC LAB GmbH,,,"Guglgasse 12, Gasometer C 37-37",Wien,,1110,Wien,AUSTRIA,,,unis_wien_11_24-08-2020,,,office@jammusiclab.com,"Phone: +4319466846, Fax: ",,,,,,,,,,,,
,,SFU,Sigmund Freud Privatuniversität Wien,,,Freudplatz 1,Wien,,1020,Wien,AUSTRIA,,,unis_wien_12_24-08-2020,,,rektorat@sfu.ac.at,"Phone: +4317984098, Fax: ",,,,,,,,,,,,
,,Modul University Vienna,Modul University Vienna GmbH,,,Am Kahlenberg 1,Wien,,1190,Wien,AUSTRIA,,,unis_wien_13_24-08-2020,,,office@modul.ac.at,"Phone: +4313203555, Fax: +4313203555902",,,,,,,,,,,,
,,MUK,Musik und Kunst Privatuniversität der Stadt Wien GmbH,,,Johannesgasse 4a,Wien,,1010,Wien,AUSTRIA,,,unis_wien_14_24-08-2020,,,office@muk.ac.at,"Phone: +4315127747, Fax: +43151277477913",,,,,,,,,,,,
,,Webster Vienna Private University,Webster Vienna Private University,,,Praterstrasse 23,Wien,,1020,Wien,AUSTRIA,,,unis_wien_15_24-08-2020,,,info@webster.ac.at,"Phone: +43126992930, Fax: ",,,,,,,,,,,,
,,FH des bfi Wien,Fachhochschule des BFI Wien Ges.m.b.H.,,,Wohlmutstraße 22,Wien,,1020,Wien,AUSTRIA,,,unis_wien_16_24-08-2020,,,info@fh-vie.ac.at,"Phone: +4317201286, Fax: +431720128619",,,,,,,,,,,,
,,Fachhochschule Technikum Wien,Fachhochschule Technikum Wien,,,Höchstädtplatz 6,Wien,,1200,Wien,AUSTRIA,,,unis_wien_17_24-08-2020,,,info@technikum-wien.at,"Phone: +43133340770, Fax: ",,,,,,,,,,,,
,,FH Campus Wien,FH Campus Wien,,,Favoritenstraße 226,Wien,,1100,Wien,AUSTRIA,,,unis_wien_18_24-08-2020,,,office@fh-campuswien.ac.at,"Phone: +43160668776600, Fax: +43160668776609",,,,,,,,,,,,
,,FHWien,FHWien der WKW,,,Währinger Gürtel 97,Wien,,1180,Wien,AUSTRIA,,,unis_wien_19_24-08-2020,,,servicepoint@fh-wien.ac.at,"Phone: +431476775744, Fax: +431476775745",,,,,,,,,,,,
,,LBS,Lauder Business School,,,Hofzeile 18-20,Wien,,1190,Wien,AUSTRIA,,,unis_wien_20_24-08-2020,,,office@lbs.ac.at,"Phone: +4313691818, Fax: ",,,,,,,,,,,,
,,PH Wien,Pädagogische Hochschule Wien,,,Grenzackerstraße 18,Wien,,1100,Wien,AUSTRIA,,,unis_wien_21_24-08-2020,,,office@phwien.ac.at,"Phone: +43160118, Fax: ",,,,,,,,,,,,
,,KPH Wien/Krems,Kirchliche Pädagogische Hochschule Wien/Krems,,,Mayerweckstraße 1,Wien,,1210,Wien,AUSTRIA,,,unis_wien_22_24-08-2020,,,datenschutz@kphvie.ac.at,"Phone: +431291080, Fax: +43129108402",,,,,,,,,,,,
,,HAUP,Hochschule für Agrar- und Umweltpädagogik,,,Angermayergasse 1,Wien,,1130,Wien,AUSTRIA,,,unis_wien_23_24-08-2020,,,info@haup.ac.at,"Phone: +43187722660, Fax: +4318772361",,,,,,,,,,,,
