Name,Name_Lang,Branche,Typ,Adresse,PLZ,Ort,Ebene,E-Mail,Tel,Fax,Pruefung
Klinik Favoriten,Klinik Favoriten,Gesundheit,Krankenhaus,Kundratstraße 3,1100,Wien,Wien,journaldienst@gesundheitsverbund.at,+431601910,,19.08.2020
Klinik Floridsdorf,Klinik Floridsdorf,Gesundheit,Krankenhaus,Brünner Straße 68,1210,Wien,Wien,journaldienst@gesundheitsverbund.at,+431277000,,20.08.2020
Klinik Hietzing,Klinik Hietzing,Gesundheit,Krankenhaus,Wolkersbergenstraße 1,1130,Wien,Wien,journaldienst@gesundheitsverbund.at,+431801100,,19.08.2020
Klinik Landstraße,Klinik Landstraße,Gesundheit,Krankenhaus,Juchgasse 25,1030,Wien,Wien,kla.post@gesundheitsverbund.at,+43171165,+431711651009,19.08.2020
Klinik Penzing,Klinik Penzing,Gesundheit,Krankenhaus,Baumgartner Höhe 1,1140,Wien,Wien,kpe@gesundheitsverbund.at,+431910600,+4319106011309,19.08.2020
SMZ Floridsdorf,Sozialmedizinisches Zentrum Floridsdorf,Gesundheit,Krankenhaus,Bentheimstraße 5,1210,Wien,Wien,post.gzf@wienkav.at,+43127522,+431275228009,19.08.2020
Therapiezentrum Ybbs,Therapiezentrum Ybbs,Gesundheit,Krankenhaus,Persenbeugerstraße 1-3,3370,Ybbs an der Donau,Wien,journaldienst@gesundheitsverbund.at,+437412551000,,19.08.2020
Wilhelminenspital,Wilhelminenspital,Gesundheit,Krankenhaus,Montleartstraße 37,1160,Wien,Wien,journaldienst@gesundheitsverbund.at,+431491500,,19.08.2020
Bestattung Wien,Bestattung Wien GmbH,Infrastruktur,Dienstleister,Simmeringer Hauptstrasse 339,1110,Wien,Wien,office@bestattungwien.at,+431501950,+4315019528509,19.08.2020
Friedhöfe Wien,Friedhöfe Wien GmbH,Infrastruktur,Dienstleister,Simmeringer Hauptstrasse 339,1110,Wien,Wien,post@friedhoefewien.at,+431534690,,19.08.2020
W24,WH Media GmbH,Infrastruktur,Dienstleister,Renngasse 5 / Top 4,1010,Wien,Wien,office@w24.at,+4313683424,,19.08.2020
WIPARK,WIPARK Garagen GmbH,Infrastruktur,Dienstleister,Thomas-Klestil-Platz 13,1030,Wien,Wien,office@wipark.at,+4316003022,+431600302248199,19.08.2020
Wien Energie,Wien Energie GmbH,Infrastruktur,Dienstleister,Thomas-Klestil-Platz 14,1030,Wien,Wien,office@wienenergie.at,+43140040,,19.08.2020
Wien Holding,Wien Holding GmbH,Infrastruktur,Dienstleister,Universitätsstraße 11,1010,Wien,Wien,office@wienholding.at,+43140825690,+431408256937,19.08.2020
Wien Kanal,Wien Kanal (WKN),Infrastruktur,Dienstleister,"Modecenterstraße 14, Block C",1030,Wien,Wien,post@wkn.wien.gv.at,+43140008030,,19.08.2020
WienIT,WienIT EDV Dienstleistungsgesellschaft mbH & Co KG,Infrastruktur,Dienstleister,Thomas-Klestil-Platz 13,1030,Wien,Wien,office@wienit.at,+435904050,,19.08.2020
Wiener Stadtwerke,WIENER STADTWERKE GMBH,Infrastruktur,Dienstleister,Thomas-Klestil-Platz 13,1030,Wien,Wien,contact@wienerstadtwerke.at,+431531230,,19.08.2020
LPD Wien – Fremdenpolizeiliches Büro,Landespolizeidirektion Wien – Fremdenpolizeiliches Büro,Infrastruktur,Polizei,Hermann Bahr Straße 3,1210,Wien,Wien,LPD-W-AFA-3-Fremdenpolizei@polizei.gv.at,+4313131034002,,29.09.2020
LPD Wien – Medienrechtsangelegenheiten,Landespolizeidirektion Wien – Medienrechtsangelegenheiten,Infrastruktur,Polizei,Schottenring 7-9,1010,Wien,Wien,LPD-W-Vereinsreferat@polizei.gv.at,,+4313131075319,29.09.2020
LPD Wien – Verkehrsamt,Landespolizeidirektion Wien – Verkehrsamt,Infrastruktur,Polizei,Dietrichgasse 27,1030,Wien,Wien,lpd-w-verkehrsamt@polizei.gv.at,+431313100,+43131310976519,29.09.2020
LPD Wien – Verkehrsamt – Amtsärztliche Prüfstelle,Landespolizeidirektion Wien – Verkehrsamt – Amtsärztliche Prüfstelle,Infrastruktur,Polizei,Dietrichgasse 27,1030,Wien,Wien,lpd-w-verkehrsamt@polizei.gv.at,+43131310976565,+43131310976598,29.09.2020
Landespolizeidirektion Wien,Landespolizeidirektion Wien,Infrastruktur,Polizei,Schottenring 7-9,1010,Wien,Wien,LPD-W@polizei.gv.at,+431313100,+4313131072119,19.08.2020
Wirtschaftsagentur Wien,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,Interessensvertretung,Dienstleister,Mariahilfer Straße 20,1070,Wien,Wien,info@wirtschaftsagentur.at,+43125200,+43125200153,19.08.2020
Apothekerkammer Wien,Apothekerkammer Wien,Interessensvertretung,Kammer,Spitalgasse 31,1091,Wien Postfach,Wien,wien@apothekerkammer.at,+43140414152,+4314088283,18.08.2020
Arbeiterkammer Wien,Kammer für Arbeiter und Angestellte für Wien,Interessensvertretung,Kammer,Prinz-Eugen-Straße 20-22,1040,Wien,Wien,akmailbox@akwien.at,+431501650,,18.08.2020
Kammer der Steuerberater und Wirtschaftsprüfer Wien,Kammer der Steuerberater und Wirtschaftsprüfer Wien,Interessensvertretung,Kammer,Schönbrunnerstraße 222-228/1/6/2,1120,Wien,Wien,office@ksw.or.at,+431811730,+43181173100,18.08.2020
"Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland","Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland",Interessensvertretung,Kammer,Karlsgasse 9/1,1040,Wien,Wien,kammer@arching.at,+4315051781,+4315051005,18.08.2020
Landeszahnärztekammer Wien,Landeszahnärztekammer Wien,Interessensvertretung,Kammer,Kohlmarkt 11/6,1010,Wien,Wien,office@wr.zahnaerztekammer.at,+43505111000,+43505111014,18.08.2020
"Notariatskammer für Wien, Niederösterreich und Burgenland","Notariatskammer für Wien, Niederösterreich und Burgenland ",Interessensvertretung,Kammer,Landesgerichtsstraße 20,1010,Wien,Wien,kammer-wnb@notar.or.at,+43140245090,+4314063475,18.08.2020
Rechtanswaltskammer Wien,Rechtanswaltskammer Wien,Interessensvertretung,Kammer,Ertlgasse 2,1010,Wien,Wien,kanzlei@rakwien.at,+43153327180,+431533271844,18.08.2020
Wirtschaftskammer Wien,Wirtschaftskammer Wien,Interessensvertretung,Kammer,Straße der Wiener Wirtschaft 1,1020,Wien,Wien,info@wkw.at,+431514500,,19.08.2020
Ärztekammer Wien,Ärztekammer Wien,Interessensvertretung,Kammer,Weihburggasse 10-12,1010,Wien,Wien,aekwien@aekwien.at,+431515010,+431515011209,18.08.2020
BPÖ,Die Bierpartei,Interessensvertretung,Partei,Postfach 11,2020,Hollabrunn,Wien,pogo@biepartei.eu,,,19.09.2020
FPÖ Wien,Freiheitliche Partei Österreichs - Landesgruppe Wien,Interessensvertretung,Partei,Rathausplatz 8,1010,Wien,Wien,lgst.wien@fpoe.at,+43140575600,+431405756023,19.09.2020
Grüne Wien,Die Grünen – Grüne Alternative Wien,Interessensvertretung,Partei,Würtzlerstraße 3/3,1030,Wien,Wien,wien@gruene.at,+43152125,+43152125700,19.09.2020
LINKS,LINKS,Interessensvertretung,Partei,Postfach 0712,1020,Wien,Wien,kontakt@links-wien.at,+4367763102182,,19.09.2020
NEOS Wien,NEOS – Das Neue Österreich und Liberales Forum,Interessensvertretung,Partei,Neustiftgasse 73-75/7,1070,Wien,Wien,wien@neos.eu,+431522500031,,19.09.2020
PRO,Pro23 – Liste Ernst Paleta,Interessensvertretung,Partei,Josef-Bühl-Gasse 1/1,1230,Wien,Wien,info@pro23.wien,+4369913181855,,19.09.2020
SPÖ Wien,SPÖ - Landesorganisation Wien,Interessensvertretung,Partei,Löwelstraße 18,1010,Wien,Wien,kontakt@spw.at,+4313910200,,19.09.2020
SÖZ,Soziales Österreich der Zukunft,Interessensvertretung,Partei,Gudrunstraße 167,1100,Wien,Wien,info@soez.at,+4366499077111,,19.09.2020
Team HC,Team HC Strache – Allianz für Österreich,Interessensvertretung,Partei,Dorotheergasse 5/VIc,1010,Wien,Wien,kontakt@teamhcstrache.at,+431400082224,,19.09.2020
Volt,Volt Österreich,Interessensvertretung,Partei,Herzgasse 84/20,1100,Wien,Wien,info@voltoesterreich.org,,,19.09.2020
WIFF,WIFF – Wir für Floridsdorf,Interessensvertretung,Partei,Weisselgasse 8,1210,Wien,Wien,office@wiff21.at,+4312700710,,19.09.2020
Wandel,Wandel - Partei für Gerechtigkeit und Fortschritt,Interessensvertretung,Partei,Stuckgasse 9/1b,1070,Wien,Wien,kontakt@derwandel.at,+4366475350661,,19.09.2020
ÖVP Wien,Die neue Volkspartei Wien,Interessensvertretung,Partei,Lichtenfelsgasse 7,1010,Wien,Wien,info@wien.oevp.at,+43151543200,+431515439200,19.09.2020
Vereinigte Bühnen Wien,Vereinigte Bühnen Wien Ges.m.b.H.,Kultur,Museen / Theater,Linke Wienzeile 6,1060,Wien,Wien,info@vbw.at,+431588301010,+43158830991010,19.08.2020
MA 01 - Wien Digital,Magistratsabteilung 01 - Wien Digital,Landesbehörde,Administration,Stadlauer Straße 54-56,1220,Wien,Wien,post@ma01.wien.gv.at,,+43140009971019,19.08.2020
MA 10 - Kindergärten,Magistratsabteilung 10 - Kindergärten,Landesbehörde,Administration,Thomas-Klestil-Platz 11,1030,Wien,Wien,post@ma10.wien.gv.at,+431400090309,+43140009990248,19.08.2020
MA 11 - Kinder- und Jugendhilfe,Magistratsabteilung 11 - Kinder- und Jugendhilfe,Landesbehörde,Administration,Rüdengasse 11,1030,Wien,Wien,post@ma11.wien.gv.at,+43140008011,+43140009990619,19.08.2020
MA 13 - Bildung und Jugend,Magistratsabteilung 13 - Bildung und Jugend,Landesbehörde,Administration,Friedrich-Schmidt-Platz 5,1080,Wien,Wien,post@ma13.wien.gv.at,+431400084329,+43140009984328,19.08.2020
MA 15 - Gesundheitsdienst,Magistratsabteilung 15 - Gesundheitsdienst,Landesbehörde,Administration,Thomas-Klestil-Platz 8,1030,Wien,Wien,post@ma15.wien.gv.at,+43140008015,+43140009987960,19.08.2020
MA 17 - Integration und Diversität,Magistratsabteilung 17 - Integration und Diversität,Landesbehörde,Administration,Friedrich-Schmidt-Platz 3,1080,Wien,Wien,post@ma17.wien.gv.at,+431400081523,+43140009981523,19.08.2020
MA 18 - Stadtentwicklung und Stadtplanung,Magistratsabteilung 18 - Stadtentwicklung und Stadtplanung,Landesbehörde,Administration,Rathausstraße 14-16,1082,Wien,Wien,post@ma18.wien.gv.at,+43140008018,+4314000998018,19.08.2020
MA 19 - Architektur und Stadtgestaltung,Magistratsabteilung 19 - Architektur und Stadtgestaltung,Landesbehörde,Administration,Niederhofstraße 21-23,1120,Wien,Wien,post@ma19.wien.gv.at,+4318111488916,+43140009988910,19.08.2020
MA 2 - Personalservice,Magistratsabteilung 2 - Personalservice,Landesbehörde,Administration,Rathausstraße 4,1010,Wien,Wien,post@ma02.wien.gv.at,+431400094020,+43140009994029,19.08.2020
MA 20 - Energieplanung,Magistratsabteilung 20 - Energieplanung,Landesbehörde,Administration,Rathausstraße 14-16,1010,Wien,Wien,post@ma20.wien.gv.at,+431400088305,+431400088304,19.08.2020
MA 21 A - Stadtteilplanung und Flächenwidmung Innen-Südwest,Magistratsabteilung 21 A - Stadtteilplanung und Flächenwidmung Innen-Südwest,Landesbehörde,Administration,Rathausstraße 14-16,1010,Wien,Wien,post@ma21a.wien.gv.at,+431400088116,+43140009988116,19.08.2020
MA 21 B - Stadtteilplanung und Flächenwidmung Nordost,Magistratsabteilung 21 B - Stadtteilplanung und Flächenwidmung Nordost,Landesbehörde,Administration,Rathausstraße 14-16,1010,Wien,Wien,post@ma21b.wien.gv.at,+431400088116,+43140009988116,19.08.2020
MA 22 - Umweltschutz,Magistratsabteilung 22 - Umweltschutz,Landesbehörde,Administration,Dresdner Straße 45,1200,Wien,Wien,post@ma22.wien.gv.at,,+43140009973415,19.08.2020
"MA 23 - Wirtschaft, Arbeit und Statistik","Magistratsabteilung 23 - Wirtschaft, Arbeit und Statistik",Landesbehörde,Administration,Meiereistraße 7,1020,Wien,Wien,post@ma23.wien.gv.at,+431400083057,+431400083050,19.08.2020
MA 24 - Strategische Gesundheitsversorgung,Magistratsabteilung 24 - Strategische Gesundheitsversorgung,Landesbehörde,Administration,Brigittenauer Lände 50-54,1200,Wien,Wien,post@ma24.wien.gv.at,+431400084200,+43140009984200,19.08.2020
MA 25 - Technische Stadterneuerung,Magistratsabteilung 25 - Technische Stadterneuerung,Landesbehörde,Administration,Maria-Restituta-Platz 1,1200,Wien,Wien,post@ma25.wien.gv.at,+43140008025,+4314000998025,19.08.2020
MA 27 - Europäische Angelegenheiten,Magistratsabteilung 27 - Europäische Angelegenheiten,Landesbehörde,Administration,Friedrich-Schmidt-Platz 3,1080,Wien,Wien,post@ma27.wien.gv.at,+4314000,+43140009927027,19.08.2020
MA 28 - Straßenverwaltung und Straßenbau,Magistratsabteilung 28 - Straßenverwaltung und Straßenbau,Landesbehörde,Administration,Lienfeldergasse 96,1170,Wien,Wien,post@ma28.wien.gv.at,,+43140009949610,19.08.2020
MA 29 - Brückenbau und Grundbau,Magistratsabteilung 29 - Brückenbau und Grundbau,Landesbehörde,Administration,Wilhelminenstraße 93,1160,Wien,Wien,post@ma29.wien.gv.at,+431400096915,+43140009996480,19.08.2020
MA 3 - Bedienstetenschutz und berufliche Gesundheitsförde,Magistratsabteilung 3 - Bedienstetenschutz und berufliche Gesundheitsförde,Landesbehörde,Administration,Hermanngasse 24-26,1070,Wien,Wien,post@ma03.wien.gv.at,+431400075050,+43140009975050,19.08.2020
MA 31 - Wiener Wasser,Magistratsabteilung 31 - Wiener Wasser,Landesbehörde,Administration,Grabnergasse 4-6,1060,Wien,Wien,post@ma31.wien.gv.at,+43159959,+431599599931326,19.08.2020
MA 33 - Wien leuchtet,Magistratsabteilung 33 - Wien leuchtet,Landesbehörde,Administration,Senngasse 2,1110,Wien,Wien,post@ma33.wien.gv.at,+431400033011,+43140009933000,19.08.2020
MA 34 - Bau- und Gebäudemanagement,Magistratsabteilung 34 - Bau- und Gebäudemanagement,Landesbehörde,Administration,Muthgasse 62,1190,Wien,Wien,post@ma34.wien.gv.at,+43140008034,+4314000998034,19.08.2020
MA 35 - Einwanderung und Staatsbürgerschaft,Magistratsabteilung 35 - Einwanderung und Staatsbürgerschaft,Landesbehörde,Administration,Dresdner Straße 93,1200,Wien,Wien,post@ma35.wien.gv.at,,+43140009935010,19.08.2020
"MA 36 - Gewerbetechnik, Feuerpolizei und Veranstaltungen","Magistratsabteilung 36 - Gewerbetechnik, Feuerpolizei und Veranstaltungen",Landesbehörde,Administration,Dresdner Straße 73-75,1200,Wien,Wien,post@ma36.wien.gv.at,+431400036110,+43140009936110,19.08.2020
MA 37 - Baupolizei,Magistratsabteilung 37 - Baupolizei,Landesbehörde,Administration,Dresdner Straße 73-75,1200,Wien,Wien,post@ma37.wien.gv.at,,+43140009937010,19.08.2020
"MA 39 - Prüf-, Inspektions- und Zertifizierungsstelle","Magistratsabteilung 39 - Prüf-, Inspektions- und Zertifizierungsstelle",Landesbehörde,Administration,Rinnböckstraße 15,1110,Wien,Wien,post@ma39.wien.gv.at,+43140008039,+4314000998039,19.08.2020
"MA 40 - Soziales, Sozial- und Gesundheitsrecht","Magistratsabteilung 40 - Soziales, Sozial- und Gesundheitsrecht",Landesbehörde,Administration,Thomas-Klestil-Platz 8,1030,Wien,Wien,post@ma40.wien.gv.at,+431400040415,+43140009940419,19.08.2020
MA 41 - Stadtvermessung,Magistratsabteilung 41 - Stadtvermessung,Landesbehörde,Administration,Muthgasse 62,1190,Wien,Wien,post@ma41.wien.gv.at,+431400089115,+4314000998041,19.08.2020
MA 42 - Wiener Stadtgärten,Magistratsabteilung 42 - Wiener Stadtgärten,Landesbehörde,Administration,Johannesgasse 35,1030,Wien,Wien,post@ma42.wien.gv.at,+43140008042,+43140009942089,19.08.2020
MA 44 - Bäder,Magistratsabteilung 44 - Bäder,Landesbehörde,Administration,Reumannplatz 23,1100,Wien,Wien,post@ma44.wien.gv.at,+4316011244115,+431601129944014,19.08.2020
MA 45 - Wiener Gewässer,Magistratsabteilung 45 - Wiener Gewässer,Landesbehörde,Administration,Am Brigittenauer Sporn 7,1200,Wien,Wien,post@ma45.wien.gv.at,+431400096520,+431400096548,19.08.2020
MA 46 - Verkehrsorganisation und technische Verkehrsangele,Magistratsabteilung 46 - Verkehrsorganisation und technische Verkehrsangele,Landesbehörde,Administration,Niederhofstraße 21-23,1120,Wien,Wien,post@ma46.wien.gv.at,+431400092615,+43140009992637,19.08.2020
"MA 48 - Abfallwirtschaft, Straßenreinigung und Fuhrpark","Magistratsabteilung 48 - Abfallwirtschaft, Straßenreinigung und Fuhrpark",Landesbehörde,Administration,Einsiedlergasse 2,1050,Wien,Wien,post@ma48.wien.gv.at,+43140000,+431400099480037,19.08.2020
MA 49 - Forst- und Landwirtschaftsbetrieb,Magistratsabteilung 49 - Forst- und Landwirtschaftsbetrieb,Landesbehörde,Administration,Triester Straße 114,1100,Wien,Wien,post@ma49.wien.gv.at,+431400049000,+43140009949099,19.08.2020
MA 5 - Finanzwesen,Magistratsabteilung 5 - Finanzwesen,Landesbehörde,Administration,Ebendorferstraße 2,1010,Wien,Wien,post@ma05.wien.gv.at,+431400086515,+43140009986510,19.08.2020
MA 50 - Wohnbauförderung und Schlichtungsstelle für wohnre,Magistratsabteilung 50 - Wohnbauförderung und Schlichtungsstelle für wohnre,Landesbehörde,Administration,Muthgasse 62,1190,Wien,Wien,post@ma50.wien.gv.at,+43140008050,+43140009974810,19.08.2020
MA 51 - Sport Wien,Magistratsabteilung 51 - Sport Wien,Landesbehörde,Administration,Meiereistraße 7,1020,Wien,Wien,post@ma51.wien.gv.at,+431400051151,+43140009951151,19.08.2020
MA 53 - Presse- und Informationsdienst,Magistratsabteilung 53 - Presse- und Informationsdienst,Landesbehörde,Administration,Lichtenfelsgasse 2,1010,Wien,Wien,post@ma53.wien.gv.at,+431400081015,+43140009981015,19.08.2020
MA 54 - Zentraler Einkauf,Magistratsabteilung 54 - Zentraler Einkauf,Landesbehörde,Administration,Simone-de-Beauvoir-Platz 6,1220,Wien,Wien,post@ma54.wien.gv.at,,+43140009954100,19.08.2020
MA 56 - Wiener Schulen,Magistratsabteilung 56 - Wiener Schulen,Landesbehörde,Administration,Mollardgasse 87,1060,Wien,Wien,post@ma56.wien.gv.at,+4315991695010,+431599169995010,19.08.2020
MA 57 - Frauenservice Wien,Magistratsabteilung 57 - Frauenservice Wien,Landesbehörde,Administration,Friedrich-Schmidt-Platz 3,1080,Wien,Wien,frauen@ma57.wien.gv.at,+431400083515,+43140009983511,19.08.2020
MA 58 - Wasserrecht,Magistratsabteilung 58 - Wasserrecht,Landesbehörde,Administration,Dresdner Straße 73-75,1200,Wien,Wien,post@ma58.wien.gv.at,+431400096815,+43140009996810,19.08.2020
MA 59 - Marktamt,Magistratsabteilung 59 - Marktamt,Landesbehörde,Administration,Spittelauer Lände 45,1090,Wien,Wien,post@ma59.wien.gv.at,+431400059210,+43140009959210,19.08.2020
MA 6 - Rechnungs- und Abgabenwesen,Magistratsabteilung 6 - Rechnungs- und Abgabenwesen,Landesbehörde,Administration,Ebendorferstraße 2,1010,Wien,Wien,post@ma06.wien.gv.at,+431400086019,+43140009986010,19.08.2020
MA 60 - Veterinäramt und Tierschutz,Magistratsabteilung 60 - Veterinäramt und Tierschutz,Landesbehörde,Administration,Karl-Farkas-Gasse 16,1030,Wien,Wien,post@ma60.wien.gv.at,+43140008060,+43140009997619,19.08.2020
MA 62 - Wahlen und verschiedene Rechtsangelegenheiten,Magistratsabteilung 62 - Wahlen und verschiedene Rechtsangelegenheiten,Landesbehörde,Administration,Lerchenfelder Straße 4,1082,Wien,Wien,post@ma62.wien.gv.at,+431400089424,+43140009989400,19.08.2020
"MA 63 - Gewerberecht, Datenschutz und Personenstand","Magistratsabteilung 63 - Gewerberecht, Datenschutz und Personenstand",Landesbehörde,Administration,Wipplingerstraße 6-8,1010,Wien,Wien,post@ma63.wien.gv.at,+431400097097,+43140009997115,19.08.2020
"MA 64 - Bau-, Energie-, Eisenbahn- und Luftfahrtrecht","Magistratsabteilung 64 - Bau-, Energie-, Eisenbahn- und Luftfahrtrecht",Landesbehörde,Administration,Lerchenfelder Straße 4,1080,Wien,Wien,post@ma64.wien.gv.at,+431400089919,+43140009989910,19.08.2020
MA 65 - Rechtliche Verkehrsangelegenheiten,Magistratsabteilung 65 - Rechtliche Verkehrsangelegenheiten,Landesbehörde,Administration,Ungargasse 33,1030,Wien,Wien,post@ma65.wien.gv.at,+43140003830,+431795149938319,19.08.2020
MA 67 - Parkraumüberwachung,Magistratsabteilung 67 - Parkraumüberwachung,Landesbehörde,Administration,Dresdner Straße 81-85,1200,Wien,Wien,post@ma67.wien.gv.at,+43140006700,+43140009967010,19.08.2020
MA 68 - Feuerwehr und Katastrophenschutz,Magistratsabteilung 68 - Feuerwehr und Katastrophenschutz,Landesbehörde,Administration,Am Hof 9-10,1010,Wien,Wien,post@ma68.wien.gv.at,+431531990,+4315319951209,19.08.2020
MA 69 - Immobilienmanagement,Magistratsabteilung 69 - Immobilienmanagement,Landesbehörde,Administration,Lerchenfelder Straße 4,1080,Wien,Wien,post@ma69.wien.gv.at,+43140008069,+43140009969600,19.08.2020
MA 7 - Kultur,Magistratsabteilung 7 - Kultur,Landesbehörde,Administration,Friedrich-Schmidt-Platz 5,1080,Wien,Wien,post@ma07.wien.gv.at,+431400084719,+4314000998007,19.08.2020
MA 70 - Berufsrettung Wien,Magistratsabteilung 70 - Berufsrettung Wien,Landesbehörde,Administration,Radetzkystraße 1,1030,Wien,Wien,post@ma70.wien.gv.at,+431711190,,19.08.2020
MA 8 - Wiener Stadt- und Landesarchiv,Magistratsabteilung 8 - Wiener Stadt- und Landesarchiv,Landesbehörde,Administration,Guglgasse 14,1110,Wien,Wien,post@ma08.wien.gv.at,+431400084808,+431400084809,19.08.2020
AWZ Soziales Wien,AWZ Soziales Wien GmbH,Sozialleistungen,Dienstleister,Schlachthausgasse 37,1030,Wien,Wien,office@awz-wien.at,+4350537970140,,19.08.2020
FSW - Wiener Pflege- und Betreuungsdienste,FSW - Wiener Pflege- und Betreuungsdienste GmbH - Mobile Hauskrankenpflege - Fonds Soziales Wien (FSW),Sozialleistungen,Dienstleister,Guglgasse 7-9 / Stiege A / 2. Stock,1030,Wien,Wien,mob.hkp.ak@fsw.at,+4312452430300,,19.08.2020
Fonds Soziales Wien,Fonds Soziales Wien,Sozialleistungen,Dienstleister,Guglgasse 7-9,1030,Wien,Wien,post@fsw.at,+43505379,+435053798910099,19.08.2020
